,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,Total expenditure, HIV/AIDS, thinness  1-19 years,Income composition of resources,Immunization Coverage,Schooling
207,2000,Developing,65.3,173.0,231,0.01,3.69633051,5098,1.4,2.33,0.1,2.9,0.45899999999999996,High Polio & High Diphtheria,7.3
209,2014,Developing,75.4,1.0,0,8.82,294.9056584,0,53.7,7.47,0.1,3.8,0.7929999999999999,High Polio & High Diphtheria,15.3
210,2013,Developing,75.2,11.0,0,8.74,263.0372838,0,53.0,7.57,0.1,3.8,0.792,High Polio & High Diphtheria,15.3
211,2012,Developing,75.1,12.0,0,8.61,260.0043858,0,52.2,7.43,0.1,3.8,0.785,High Polio & High Diphtheria,15.3
212,2011,Developing,74.9,14.0,0,8.51,173.9825629,0,51.4,6.67,0.1,3.8,0.78,High Polio & High Diphtheria,15.5
213,2010,Developing,74.7,16.0,0,8.41,154.96308630000001,0,5.7,6.17,0.1,3.8,0.7809999999999999,Low Polio & High Diphtheria,15.8
214,2009,Developing,74.6,19.0,0,8.46,327.1618128,0,49.9,6.21,0.1,3.8,0.779,High Polio & High Diphtheria,15.5
215,2008,Developing,74.4,111.0,0,8.95,25.52277112,0,49.2,6.1,0.1,3.9,0.775,High Polio & High Diphtheria,15.3
216,2007,Developing,74.2,113.0,0,8.47,1641.30981,0,48.4,5.64,0.1,3.9,0.7709999999999999,High Polio & High Diphtheria,15.0
217,2006,Developing,74.1,115.0,0,8.39,181.50008559999998,0,47.7,5.27,0.1,4.0,0.7659999999999999,High Polio & High Diphtheria,14.8
218,2005,Developing,73.9,117.0,0,8.01,1311.440423,0,46.9,5.38,0.1,4.0,0.7609999999999999,High Polio & High Diphtheria,14.6
219,2004,Developing,73.8,119.0,0,7.68,166.00834430000003,0,46.2,5.71,0.2,4.1,0.757,High Polio & High Diphtheria,14.4
220,2003,Developing,73.7,121.0,0,7.65,13.513991699999998,0,45.4,5.82,0.4,4.1,0.753,Low Polio & High Diphtheria,14.2
221,2002,Developing,73.5,123.0,0,7.59,133.099491,0,44.6,5.76,0.8,4.2,0.7490000000000001,High Polio & High Diphtheria,14.0
222,2001,Developing,73.4,125.0,0,7.38,138.16646269999998,0,43.8,5.47,0.7,4.2,0.75,High Polio & High Diphtheria,14.0
223,2000,Developing,73.3,127.0,0,7.43,1140.615754,0,43.0,5.16,0.9,4.3,0.741,High Polio & High Diphtheria,14.0
225,2014,Developing,72.0,199.0,0,13.94,1147.1114,64,61.7,5.69,0.1,1.9,0.7959999999999999,High Polio & High Diphtheria,15.7
226,2013,Developing,71.7,23.0,0,14.66,1109.854619,16,61.1,6.7,0.1,2.0,0.7959999999999999,High Polio & High Diphtheria,15.7
227,2012,Developing,71.9,194.0,0,16.35,91.70962117,10,6.5,5.1,0.1,2.0,0.7929999999999999,High Polio & High Diphtheria,15.6
228,2011,Developing,72.0,232.0,0,17.31,846.9113071,50,59.9,4.92,0.1,2.0,0.787,High Polio & High Diphtheria,15.5
229,2010,Developing,73.0,222.0,0,14.44,8.49409518,1,59.3,5.55,0.1,2.0,0.78,High Polio & High Diphtheria,15.5
230,2009,Developing,70.0,226.0,0,14.09,434.79850250000004,0,58.7,6.9,0.1,2.1,0.7709999999999999,High Polio & High Diphtheria,15.4
231,2008,Developing,70.0,224.0,1,14.67,501.80561409999996,0,58.2,5.95,0.1,2.1,0.755,High Polio & High Diphtheria,15.1
232,2007,Developing,69.8,226.0,1,14.22,464.077513,1,57.7,6.44,0.1,2.2,0.7390000000000001,Low Polio & High Diphtheria,14.9
233,2006,Developing,68.9,243.0,1,12.6,364.426052,149,57.2,6.34,0.1,2.2,0.723,High Polio & High Diphtheria,14.6
234,2005,Developing,68.1,252.0,1,11.01,45.65007798,1,56.7,6.89,0.1,2.3,0.713,High Polio & High Diphtheria,14.4
235,2004,Developing,68.2,247.0,1,12.05,42.33443901,2,56.2,6.59,0.1,2.4,0.703,High Polio & High Diphtheria,14.1
236,2003,Developing,67.7,253.0,1,11.17,23.83578594,21,55.8,6.59,0.1,2.5,0.695,Low Polio &  Low Diphtheria,13.9
237,2002,Developing,67.2,262.0,1,12.23,145.4233629,14,55.3,6.47,0.1,2.5,0.687,High Polio & High Diphtheria,13.6
238,2001,Developing,67.7,254.0,1,10.74,14.06141699,45,54.9,6.62,0.1,2.6,0.6809999999999999,High Polio & High Diphtheria,13.3
239,2000,Developing,68.0,247.0,1,12.98,24.24947846,21,54.4,6.13,0.1,2.7,0.675,High Polio & High Diphtheria,13.1
241,2014,Developed,89.0,76.0,0,12.6,7163.3489230000005,70,63.4,1.59,0.1,1.0,0.89,High Polio & High Diphtheria,16.3
242,2013,Developed,87.0,77.0,0,11.77,702.359357,39,63.0,1.57,0.1,1.0,0.889,High Polio & High Diphtheria,16.3
243,2012,Developed,83.0,78.0,0,10.08,664.4738974999999,109,62.6,1.54,0.1,0.9,0.8859999999999999,High Polio & High Diphtheria,16.2
244,2011,Developed,83.0,8.0,0,10.11,713.5297353999999,576,62.3,1.42,0.1,0.9,0.884,High Polio & High Diphtheria,16.1
245,2010,Developed,80.0,81.0,0,10.22,665.7356115,40,61.9,1.17,0.1,0.9,0.878,High Polio & High Diphtheria,15.9
246,2009,Developed,79.8,85.0,0,10.05,671.9376566000001,33,61.6,1.39,0.1,0.9,0.8759999999999999,High Polio & High Diphtheria,15.8
247,2008,Developed,79.5,87.0,0,10.47,7191.051506999999,98,61.3,9.6,0.1,0.8,0.8740000000000001,High Polio & High Diphtheria,15.8
248,2007,Developed,79.5,86.0,0,10.25,640.3560918,64,6.9,9.25,0.1,0.8,0.871,High Polio & High Diphtheria,15.8
249,2006,Developed,79.4,85.0,0,10.98,5579.1990829999995,15,6.6,9.17,0.1,0.8,0.865,High Polio & High Diphtheria,15.7
250,2005,Developed,78.9,89.0,0,12.27,5068.2144880000005,26,6.2,9.24,0.1,0.8,0.861,High Polio & High Diphtheria,15.7
251,2004,Developed,78.8,91.0,1,12.05,5160.508378,61,59.8,9.32,0.1,0.8,0.88,High Polio & High Diphtheria,18.8
252,2003,Developed,78.3,95.0,0,11.28,507.30616399999997,44,59.4,9.3,0.1,0.8,0.878,High Polio & High Diphtheria,18.6
253,2002,Developed,78.0,99.0,1,11.29,320.3177664,0,59.0,8.46,0.1,0.8,0.875,High Polio & High Diphtheria,18.8
254,2001,Developed,78.0,1.0,1,11.01,2943.375396,83,58.5,8.29,0.1,0.8,0.873,High Polio & High Diphtheria,18.2
255,2000,Developed,77.6,11.0,1,11.21,287.20845289999994,0,58.1,8.12,0.1,0.8,0.8690000000000001,High Polio & High Diphtheria,18.0
257,2014,Developing,70.0,177.0,0,6.58,670.0920883,0,5.1,5.79,0.2,3.4,0.705,High Polio & High Diphtheria,12.8
258,2013,Developing,69.8,18.0,0,6.56,629.2018591,0,49.3,5.79,0.2,3.4,0.706,High Polio & High Diphtheria,12.9
259,2012,Developing,69.4,189.0,0,6.66,582.8027185,0,48.5,5.45,0.1,3.5,0.7020000000000001,High Polio & High Diphtheria,12.5
260,2011,Developing,69.4,188.0,0,6.64,605.6286892,0,47.8,5.61,0.5,3.5,0.7,High Polio & High Diphtheria,12.4
261,2010,Developing,69.5,186.0,0,6.76,569.9527122000001,0,47.0,5.85,0.2,3.5,0.7,High Polio & High Diphtheria,12.4
262,2009,Developing,69.5,184.0,0,6.85,549.8096097,0,46.3,5.81,0.3,3.5,0.7,High Polio & High Diphtheria,12.7
263,2008,Developing,69.6,181.0,0,7.22,51.25232422,0,45.7,5.9,0.1,3.5,0.6990000000000001,High Polio & High Diphtheria,12.8
264,2007,Developing,69.6,181.0,0,7.24,69.63051047,0,45.0,4.76,0.6,3.5,0.7,High Polio & High Diphtheria,12.8
265,2006,Developing,69.4,184.0,0,6.48,387.3324928,0,44.4,4.4,0.6,3.6,0.6920000000000001,High Polio & High Diphtheria,12.3
266,2005,Developing,69.0,191.0,0,6.25,365.799896,0,43.8,4.45,0.8,3.6,0.695,High Polio & High Diphtheria,12.8
267,2004,Developing,68.7,197.0,0,6.2,325.6807462,0,43.2,4.39,0.8,3.6,0.691,High Polio & High Diphtheria,12.5
268,2003,Developing,68.4,21.0,0,5.67,312.79959460000003,0,42.6,4.53,1.5,3.6,0.684,High Polio & High Diphtheria,12.2
269,2002,Developing,68.5,199.0,0,4.99,262.82991890000005,0,42.0,4.38,0.1,3.7,0.6779999999999999,High Polio & High Diphtheria,11.9
270,2001,Developing,68.2,21.0,0,4.9,251.6586929,0,41.4,4.5,0.4,3.7,0.677,High Polio & High Diphtheria,11.8
271,2000,Developing,68.3,196.0,0,4.79,219.0239836,0,4.8,3.98,0.3,3.8,0.6679999999999999,High Polio & High Diphtheria,11.7
273,2014,Developing,59.7,252.0,25,0.01,90.12206791,786,25.2,4.59,1.1,7.1,0.475,High Polio & High Diphtheria,10.7
274,2013,Developing,59.5,251.0,25,0.01,87.40804229999999,637,24.6,4.59,1.2,7.2,0.466,High Polio & High Diphtheria,10.3
275,2012,Developing,59.3,251.0,25,0.01,9.80407467,288,24.1,4.86,1.3,7.4,0.45799999999999996,Low Polio &  Low Diphtheria,10.0
276,2011,Developing,59.1,251.0,25,1.4,110.26336189999999,426,23.5,5.37,1.4,7.6,0.45399999999999996,High Polio & High Diphtheria,9.8
277,2010,Developing,58.7,254.0,25,1.33,94.25737917,392,23.0,4.95,1.4,7.8,0.451,High Polio & High Diphtheria,9.5
278,2009,Developing,58.4,259.0,25,1.16,71.01399249,1461,22.5,4.46,1.6,7.9,0.44799999999999995,Low Polio & High Diphtheria,9.3
279,2008,Developing,57.6,278.0,25,1.28,7.615430126000001,928,22.0,4.2,1.8,8.1,0.444,High Polio & High Diphtheria,9.1
280,2007,Developing,57.1,283.0,25,1.12,7.49281752,341,21.5,4.55,2.0,8.3,0.43799999999999994,High Polio & High Diphtheria,8.9
281,2006,Developing,56.8,284.0,25,1.19,75.91429496,176,21.0,4.75,2.0,8.5,0.434,High Polio & High Diphtheria,8.7
282,2005,Developing,56.5,285.0,25,1.13,7.106997355,210,2.5,4.73,2.1,8.7,0.43,High Polio &  Low Diphtheria,8.5
283,2004,Developing,56.1,285.0,25,1.15,10.73628066,262,2.1,4.56,2.1,8.9,0.423,High Polio & High Diphtheria,8.1
284,2003,Developing,55.8,285.0,25,1.35,8.931827297,217,19.7,4.63,2.1,9.1,0.41600000000000004,High Polio & High Diphtheria,7.7
285,2002,Developing,55.6,283.0,25,1.23,40.48815233,1588,19.2,4.27,2.1,9.3,0.40700000000000003,High Polio & High Diphtheria,7.3
286,2001,Developing,55.5,281.0,25,1.29,45.33476384,5859,18.8,4.69,2.1,9.5,0.395,High Polio & High Diphtheria,6.6
287,2000,Developing,55.4,279.0,25,1.34,37.38182018,4244,18.4,4.34,2.0,9.7,0.389,High Polio & High Diphtheria,6.4
289,2014,Developing,69.4,216.0,0,0.01,209.3921344,0,23.6,3.57,0.5,15.7,0.596,High Polio & High Diphtheria,12.5
290,2013,Developing,69.1,219.0,0,0.01,19.79057439,0,22.7,3.83,0.6,15.9,0.589,High Polio & High Diphtheria,12.6
291,2012,Developing,68.7,223.0,0,0.01,188.7373664,1,21.9,3.7,0.6,16.1,0.581,High Polio & High Diphtheria,12.3
292,2011,Developing,68.3,225.0,0,0.23,289.8524057,10,21.1,4.73,0.5,16.3,0.5720000000000001,High Polio & High Diphtheria,11.9
293,2010,Developing,67.9,228.0,1,0.28,244.0391949,21,2.3,5.17,0.5,16.6,0.0,High Polio & High Diphtheria,11.4
294,2009,Developing,67.4,232.0,1,0.17,27.48907048,6,19.5,6.3,0.4,16.8,0.0,High Polio & High Diphtheria,10.9
295,2008,Developing,67.0,234.0,1,0.21,302.667579,7,18.8,6.58,0.4,17.1,0.0,High Polio & High Diphtheria,10.5
296,2007,Developing,66.5,238.0,1,0.16,283.806236,11,18.0,5.88,0.3,17.3,0.0,High Polio & High Diphtheria,10.1
297,2006,Developing,65.8,245.0,1,0.29,169.2023968,2,17.4,5.27,0.3,17.5,0.0,High Polio & High Diphtheria,9.6
298,2005,Developing,65.0,254.0,1,0.73,145.5965445,11,16.7,5.28,0.3,17.8,0.0,High Polio & High Diphtheria,9.2
299,2004,Developing,64.2,263.0,1,0.96,2.586698228,3,16.1,4.41,0.3,18.0,0.0,Low Polio & High Diphtheria,8.8
300,2003,Developing,63.3,273.0,1,0.52,19.15664091,0,15.5,4.9,0.2,18.3,0.0,High Polio & High Diphtheria,8.4
301,2002,Developing,62.5,282.0,1,0.29,151.97551930000003,27,14.9,7.75,0.1,18.6,0.0,High Polio & High Diphtheria,8.0
302,2001,Developing,61.7,29.0,1,0.14,8.574029812000001,756,14.4,5.91,0.1,18.9,0.0,High Polio & High Diphtheria,7.6
303,2000,Developing,62.0,312.0,1,0.17,93.35872844,418,13.9,6.91,0.1,19.2,0.0,High Polio & High Diphtheria,7.3
305,2014,Developing,74.0,189.0,8,3.62,0.0,0,51.9,6.33,0.1,1.2,0.6659999999999999,High Polio & High Diphtheria,13.8
306,2013,Developing,71.0,192.0,8,3.78,0.0,0,51.2,5.96,0.1,1.2,0.6609999999999999,High Polio & High Diphtheria,13.8
307,2012,Developing,69.8,194.0,8,3.89,0.0,0,5.6,5.56,0.1,1.2,0.655,High Polio & High Diphtheria,13.8
308,2011,Developing,69.3,198.0,9,3.93,0.0,0,49.9,5.49,0.2,1.2,0.649,High Polio & High Diphtheria,13.8
309,2010,Developing,68.7,22.0,9,3.95,0.0,0,49.3,5.44,0.2,1.2,0.643,Low Polio & High Diphtheria,13.8
310,2009,Developing,68.0,27.0,10,3.87,0.0,0,48.6,5.76,0.2,1.2,0.636,High Polio & High Diphtheria,13.8
311,2008,Developing,67.4,211.0,10,3.77,0.0,0,48.0,5.0,0.2,1.3,0.632,High Polio & High Diphtheria,14.0
312,2007,Developing,66.8,216.0,11,3.47,0.0,0,47.3,4.96,0.2,1.3,0.626,High Polio & High Diphtheria,14.1
313,2006,Developing,66.2,219.0,11,3.23,0.0,0,46.7,5.19,0.2,1.3,0.625,High Polio & High Diphtheria,14.3
314,2005,Developing,65.7,222.0,12,2.86,0.0,0,46.0,5.67,0.2,1.3,0.622,High Polio & High Diphtheria,14.4
315,2004,Developing,65.1,226.0,12,2.66,0.0,0,45.4,5.22,0.2,1.4,0.62,High Polio & High Diphtheria,14.6
316,2003,Developing,64.5,23.0,13,2.37,0.0,0,44.7,5.3,0.2,1.4,0.617,High Polio & High Diphtheria,14.4
317,2002,Developing,63.9,234.0,14,2.26,0.0,0,44.0,6.53,0.1,1.4,0.61,High Polio & High Diphtheria,14.0
318,2001,Developing,63.3,238.0,14,2.2,0.0,0,43.3,6.31,0.1,1.5,0.607,High Polio & High Diphtheria,13.7
319,2000,Developing,62.6,243.0,15,2.32,0.0,122,42.6,5.67,0.1,1.5,0.6,High Polio & High Diphtheria,13.3
321,2014,Developing,77.2,89.0,0,4.03,732.8662491,3000,55.3,9.57,0.1,2.4,0.742,High Polio & High Diphtheria,14.2
322,2013,Developing,77.0,9.0,0,4.12,75.61062911,0,54.7,9.46,0.1,2.4,0.735,High Polio & High Diphtheria,14.2
323,2012,Developing,76.8,92.0,0,4.61,693.8226461,22,54.2,9.94,0.1,2.5,0.728,High Polio & High Diphtheria,13.9
324,2011,Developing,76.9,92.0,0,4.64,7.959131146,10,53.7,9.71,0.1,2.6,0.711,High Polio & High Diphtheria,13.4
325,2010,Developing,76.4,94.0,0,4.54,630.3883563999999,45,53.1,9.58,0.1,2.6,0.7170000000000001,Low Polio & High Diphtheria,13.3
326,2009,Developing,76.1,97.0,0,4.75,645.021302,22,52.6,9.64,0.1,2.7,0.716,Low Polio &  Low Diphtheria,13.3
327,2008,Developing,76.0,98.0,0,5.13,66.04635027,8,52.1,8.58,0.1,2.8,0.71,High Polio & High Diphtheria,13.1
328,2007,Developing,75.4,16.0,0,5.16,8.240355867,166,51.5,8.37,0.1,2.8,0.703,High Polio & High Diphtheria,12.9
329,2006,Developing,75.7,1.0,0,4.82,38.25414065,17,51.0,8.28,0.1,2.9,0.6970000000000001,High Polio & High Diphtheria,12.7
330,2005,Developing,75.0,12.0,0,4.56,45.71354264,23,5.5,8.5,0.1,2.9,0.0,High Polio & High Diphtheria,12.5
331,2004,Developing,75.5,99.0,0,4.25,3.4799188589999996,28,49.9,9.4,0.1,3.0,0.0,High Polio & High Diphtheria,12.3
332,2003,Developing,75.2,12.0,0,4.14,39.86518043,18,49.4,7.94,0.1,3.0,0.0,High Polio & High Diphtheria,12.1
333,2002,Developing,75.4,11.0,0,3.84,151.1399301,28,48.8,7.1,0.1,3.1,0.0,High Polio &  Low Diphtheria,11.9
334,2001,Developing,74.9,113.0,0,3.85,143.29474869999999,0,48.2,7.16,0.1,3.2,0.0,High Polio & High Diphtheria,11.6
335,2000,Developing,74.6,116.0,0,3.64,165.6168642,43,47.6,7.9,0.1,3.3,0.0,High Polio & High Diphtheria,0.0
337,2014,Developing,65.1,268.0,2,0.01,662.802194,1,37.3,5.41,2.3,6.7,0.6970000000000001,High Polio & High Diphtheria,12.6
338,2013,Developing,64.2,286.0,2,0.01,1.117811275,1,36.8,5.84,2.8,7.0,0.693,High Polio & High Diphtheria,12.6
339,2012,Developing,63.4,3.0,2,0.01,12.83447357,7,36.2,6.27,4.4,7.3,0.687,High Polio & High Diphtheria,12.5
340,2011,Developing,62.2,325.0,2,5.76,668.9562854,8,35.7,5.25,5.5,7.7,0.6779999999999999,High Polio & High Diphtheria,12.4
341,2010,Developing,61.1,349.0,2,5.99,547.0386679,853,35.2,5.64,6.2,8.0,0.669,High Polio & High Diphtheria,12.3
342,2009,Developing,59.2,393.0,2,5.01,426.78556619999995,184,34.7,6.39,9.0,8.4,0.6609999999999999,High Polio & High Diphtheria,12.2
343,2008,Developing,57.5,427.0,2,6.56,476.86258719999995,0,34.2,5.55,12.7,8.8,0.6459999999999999,High Polio & High Diphtheria,12.1
344,2007,Developing,56.9,436.0,2,6.21,512.5887995,1,33.7,4.71,13.4,9.2,0.63,High Polio & High Diphtheria,12.1
345,2006,Developing,54.8,491.0,2,6.45,76.31867911,6,33.2,4.93,14.4,9.6,0.61,High Polio & High Diphtheria,11.9
346,2005,Developing,51.7,566.0,2,6.37,629.8425642999999,5,32.7,5.62,20.6,1.0,0.593,High Polio & High Diphtheria,11.9
347,2004,Developing,48.1,652.0,2,4.9,469.5823898,1,32.2,5.56,28.4,1.5,0.58,High Polio & High Diphtheria,11.8
348,2003,Developing,46.4,693.0,2,5.51,299.3671252,59,31.6,4.65,31.9,1.9,0.5670000000000001,High Polio & High Diphtheria,11.8
349,2002,Developing,46.0,699.0,2,6.41,6.3300072,7,31.1,6.47,34.6,11.4,0.5579999999999999,High Polio & High Diphtheria,11.9
350,2001,Developing,46.7,679.0,2,5.48,306.9527349,1,3.5,5.73,37.2,11.8,0.56,High Polio & High Diphtheria,11.8
351,2000,Developing,47.8,647.0,2,5.37,250.8916484,2672,29.9,4.64,38.8,12.3,0.5589999999999999,High Polio & High Diphtheria,11.7
353,2014,Developing,74.8,144.0,44,7.32,83.16465362,876,55.3,8.32,0.1,2.7,0.747,High Polio & High Diphtheria,15.2
354,2013,Developing,74.7,146.0,46,7.24,916.2708449999999,220,54.5,8.48,0.1,2.8,0.7340000000000001,High Polio & High Diphtheria,14.2
355,2012,Developing,74.5,148.0,49,7.55,843.1946259,2,53.6,8.26,0.1,2.8,0.73,High Polio & High Diphtheria,14.2
356,2011,Developing,74.1,152.0,51,7.58,1084.999766,43,52.8,8.9,0.1,2.9,0.7240000000000001,High Polio & High Diphtheria,14.0
357,2010,Developing,73.8,154.0,54,7.52,1111.191325,68,52.0,8.27,0.1,2.9,0.716,High Polio & High Diphtheria,13.8
358,2009,Developing,73.6,157.0,57,7.33,564.5233902000001,0,51.1,8.65,0.1,3.0,0.7140000000000001,High Polio & High Diphtheria,13.8
359,2008,Developing,73.4,158.0,61,7.21,526.3780636,0,5.3,8.24,0.1,3.0,0.7040000000000001,High Polio & High Diphtheria,13.3
360,2007,Developing,73.3,159.0,65,7.19,394.93212989999995,0,49.4,8.28,0.1,3.1,0.7,High Polio & High Diphtheria,13.5
361,2006,Developing,73.0,161.0,70,7.1,30.30374691,57,48.6,8.36,0.1,3.1,0.698,High Polio & High Diphtheria,13.8
362,2005,Developing,72.7,163.0,75,6.97,23.76370075,6,47.8,8.27,0.1,3.2,0.6940000000000001,High Polio & High Diphtheria,13.8
363,2004,Developing,72.0,17.0,81,6.85,186.6090485,0,46.9,7.7,0.1,3.2,0.695,High Polio & High Diphtheria,14.0
364,2003,Developing,71.8,172.0,88,6.95,15.85781237,2,46.1,6.94,0.1,3.3,0.6990000000000001,High Polio & High Diphtheria,14.8
365,2002,Developing,71.4,176.0,95,7.0,140.98247659999998,1,45.3,7.13,0.1,3.3,0.6920000000000001,High Polio & High Diphtheria,14.6
366,2001,Developing,71.0,179.0,103,7.13,149.4802091,1,44.5,7.19,0.1,3.4,0.685,High Polio & High Diphtheria,14.3
367,2000,Developing,75.0,183.0,111,7.26,179.4777293,36,43.7,7.3,0.1,3.4,0.677,High Polio & High Diphtheria,14.1
369,2014,Developing,77.6,8.0,0,0.01,269.1432784,1,4.2,2.65,0.1,5.7,0.863,High Polio & High Diphtheria,15.0
370,2013,Developing,77.1,84.0,0,0.01,2845.3064440000003,0,39.2,2.61,0.1,5.8,0.86,High Polio & High Diphtheria,14.9
371,2012,Developing,78.3,79.0,0,0.01,3192.6344129999998,1,38.2,2.3,0.1,5.8,0.852,High Polio & High Diphtheria,14.4
372,2011,Developing,77.4,79.0,0,0.97,295.7730171,4,37.2,2.25,0.1,5.9,0.846,High Polio & High Diphtheria,14.1
373,2010,Developing,76.9,79.0,0,0.88,2218.364226,0,36.2,2.73,0.1,5.9,0.845,High Polio & High Diphtheria,14.2
374,2009,Developing,76.8,88.0,0,0.25,1873.686852,2,35.2,2.85,0.1,6.0,0.841,High Polio & High Diphtheria,14.1
375,2008,Developing,77.2,84.0,0,0.67,2538.9410329999996,3,34.2,2.23,0.1,6.1,0.84,High Polio & High Diphtheria,14.2
376,2007,Developing,76.0,1.0,0,0.85,2048.557422,0,33.2,2.32,0.1,6.2,0.84,High Polio & High Diphtheria,14.3
377,2006,Developing,76.3,93.0,0,0.67,24.97532919,0,32.2,2.24,0.1,6.3,0.8370000000000001,High Polio & High Diphtheria,14.3
378,2005,Developing,76.2,92.0,0,0.16,179.7147814,9,31.2,2.62,0.1,6.4,0.8340000000000001,High Polio & High Diphtheria,14.1
379,2004,Developing,76.4,89.0,0,0.11,1504.30004,16,3.1,3.1,0.1,6.5,0.828,High Polio & High Diphtheria,13.7
380,2003,Developing,76.0,89.0,0,0.12,1406.51194,24,29.1,3.9,0.1,6.6,0.823,High Polio & High Diphtheria,13.4
381,2002,Developing,74.8,95.0,0,0.13,941.7036867999999,0,28.0,3.4,0.1,6.7,0.82,High Polio & High Diphtheria,13.3
382,2001,Developing,74.7,19.0,0,0.47,1078.66244,11,27.0,3.6,0.1,6.8,0.8190000000000001,High Polio & High Diphtheria,13.4
383,2000,Developing,74.4,16.0,0,0.37,11.79686108,42,26.1,3.5,0.1,6.8,0.818,High Polio & High Diphtheria,13.4
385,2014,Developed,74.3,138.0,1,12.03,153.1400362,0,65.1,8.44,0.1,1.9,0.787,High Polio & High Diphtheria,14.8
386,2013,Developed,74.1,14.0,1,12.06,149.65987900000002,14,64.5,7.93,0.1,1.9,0.7809999999999999,High Polio & High Diphtheria,14.4
387,2012,Developed,73.9,139.0,1,10.99,851.450672,1,63.9,7.11,0.1,1.9,0.778,High Polio & High Diphtheria,14.3
388,2011,Developed,73.7,144.0,1,10.67,875.1495189,157,63.3,6.88,0.1,2.0,0.775,High Polio & High Diphtheria,14.2
389,2010,Developed,73.4,147.0,1,10.8,766.4454883999999,22004,62.7,7.24,0.1,2.0,0.77,High Polio & High Diphtheria,13.9
390,2009,Developed,73.2,152.0,1,10.93,661.5144334,2249,62.1,6.78,0.1,2.0,0.768,High Polio & High Diphtheria,13.8
391,2008,Developed,72.9,155.0,1,10.98,107.9826127,1,61.5,6.61,0.1,2.1,0.7609999999999999,High Polio & High Diphtheria,13.8
392,2007,Developed,72.6,157.0,1,10.89,591.5100977999999,1,6.9,6.41,0.1,2.1,0.755,High Polio & High Diphtheria,13.5
393,2006,Developed,72.2,161.0,1,10.39,508.63045880000004,1,6.3,6.67,0.1,2.2,0.75,High Polio & High Diphtheria,13.5
394,2005,Developed,72.1,16.0,1,10.48,456.3404657,3,59.7,7.8,0.1,2.2,0.745,High Polio & High Diphtheria,13.5
395,2004,Developed,72.2,157.0,1,10.96,384.1473028,0,59.1,7.9,0.1,2.3,0.738,High Polio & High Diphtheria,13.3
396,2003,Developed,72.0,155.0,1,11.19,32.38616103,0,58.6,7.43,0.1,2.3,0.7290000000000001,High Polio & High Diphtheria,12.9
397,2002,Developed,71.8,157.0,1,10.2,33.26778134,0,58.1,7.41,0.1,2.4,0.723,High Polio & High Diphtheria,12.9
398,2001,Developed,71.6,16.0,1,10.72,25.06262895,8,57.5,7.23,0.1,2.4,0.713,High Polio & High Diphtheria,12.9
399,2000,Developed,71.1,163.0,1,9.69,15.2357274,46,57.0,6.7,0.1,2.5,0.7090000000000001,High Polio & High Diphtheria,12.9
401,2014,Developing,59.3,268.0,39,0.01,8.386339501,343,18.8,4.96,0.6,8.2,0.39799999999999996,High Polio & High Diphtheria,7.7
402,2013,Developing,59.0,27.0,40,4.64,88.97040214,375,18.2,5.91,0.7,8.4,0.392,High Polio & High Diphtheria,7.5
403,2012,Developing,58.6,271.0,41,4.75,78.76987363,7362,17.7,5.33,0.8,8.6,0.384,Low Polio &  Low Diphtheria,7.2
404,2011,Developing,58.1,275.0,42,4.51,85.55592906,860,17.1,5.17,0.9,8.8,0.377,Low Polio & High Diphtheria,6.7
405,2010,Developing,57.5,279.0,43,4.55,90.46018236,2511,16.6,7.17,1.0,9.0,0.365,Low Polio & High Diphtheria,6.3
406,2009,Developing,56.9,283.0,44,4.55,81.14304705,54118,16.1,7.41,1.1,9.3,0.35600000000000004,High Polio & High Diphtheria,5.9
407,2008,Developing,56.1,288.0,45,4.5,107.79883390000002,395,15.6,6.77,1.5,9.5,0.345,High Polio & High Diphtheria,5.4
408,2007,Developing,55.3,293.0,46,4.58,73.92730583,12,15.1,6.63,1.7,9.8,0.33399999999999996,High Polio & High Diphtheria,4.9
409,2006,Developing,54.3,32.0,47,4.73,64.24025208,125,14.6,6.58,2.0,1.0,0.325,High Polio & High Diphtheria,4.7
410,2005,Developing,53.3,313.0,48,4.88,8.769989329,253,14.2,6.87,2.3,1.3,0.0,High Polio & High Diphtheria,4.3
411,2004,Developing,52.4,323.0,49,4.54,56.96108089,77,13.7,6.45,2.5,1.5,0.0,High Polio & High Diphtheria,3.9
